1.579812526702880859e+01 -7.707172393798828125e+01
-1.072809791564941406e+01 -4.029049301147460938e+01
1.506109237670898438e+01 -7.763317108154296875e+01
-7.034222126007080078e+00 -4.610859680175781250e+01
-7.080859661102294922e+00 -4.616994857788085938e+01
1.461039829254150391e+01 -7.795456695556640625e+01
-1.104096698760986328e+01 -4.071923065185546875e+01
1.429555606842041016e+01 -7.815447235107421875e+01
1.413080596923828125e+01 -7.825356292724609375e+01
1.398356056213378906e+01 -7.837873840332031250e+01
-7.375725746154785156e+00 -4.667933273315429688e+01
-1.496992492675781250e+01 -3.531777954101562500e+01
-1.127069664001464844e+01 -4.109106063842773438e+01
-1.359148025512695312e+01 -3.759243011474609375e+01
-1.134675788879394531e+01 -4.118264389038085938e+01
-7.640897274017333984e+00 -4.712442779541015625e+01
-2.032580852508544922e+00 -5.636672210693359375e+01
-7.109527587890625000e+00 -4.857659149169921875e+01
-3.838975906372070312e+00 -5.385957717895507812e+01
-3.814769029617309570e+00 -5.389867782592773438e+01
-5.558431148529052734e+00 -5.142660140991210938e+01
-1.387152385711669922e+01 -3.791272354125976562e+01
-7.964806079864501953e+00 -4.764266967773437500e+01
-8.286793708801269531e+00 -4.726383972167968750e+01
-7.260861873626708984e+00 -4.896518325805664062e+01
-7.256566047668457031e+00 -4.897230911254882812e+01
-8.755207061767578125e+00 -4.648705291748046875e+01
-1.172414875030517578e+01 -4.166462326049804688e+01
-9.145321846008300781e+00 -4.611991119384765625e+01
-9.078907012939453125e+00 -4.623149871826171875e+01
-1.632258033752441406e+01 -3.411408615112304688e+01
-9.448364257812500000e+00 -4.572826004028320312e+01
-9.833758354187011719e+00 -4.522494506835937500e+01
-1.948410224914550781e+01 -2.880294418334960938e+01
-9.064078330993652344e+00 -4.653470993041992188e+01
-1.187866497039794922e+01 -4.186936950683593750e+01
-1.051478672027587891e+01 -4.431780624389648438e+01
-1.642451667785644531e+01 -3.420102691650390625e+01
-1.075838184356689453e+01 -4.403863525390625000e+01
-1.416518115997314453e+01 -3.821722793579101562e+01
-1.084101772308349609e+01 -4.402848052978515625e+01
-1.552802944183349609e+01 -3.590350341796875000e+01
-1.113295078277587891e+01 -4.363379669189453125e+01
-1.153390216827392578e+01 -4.319253540039062500e+01
-1.233078098297119141e+01 -4.187692642211914062e+01
-1.433158683776855469e+01 -3.838149642944335938e+01
-1.197561740875244141e+01 -4.264045333862304688e+01
-1.270290565490722656e+01 -4.154900360107421875e+01
-1.232754516601562500e+01 -4.223659133911132812e+01
-1.224411392211914062e+01 -4.265128707885742188e+01
-1.587521553039550781e+01 -3.621707534790039062e+01
-1.296809959411621094e+01 -4.189564132690429688e+01
-1.296405982971191406e+01 -4.190341567993164062e+01
-1.471297359466552734e+01 -3.873095321655273438e+01
-1.336270904541015625e+01 -4.136500930786132812e+01
-1.687315368652343750e+01 -3.459445571899414062e+01
-1.332514476776123047e+01 -4.156969451904296875e+01
-1.605351448059082031e+01 -3.636853790283203125e+01
-1.386642360687255859e+01 -4.072835922241210938e+01
-1.695297622680664062e+01 -3.465450286865234375e+01
-1.485242557525634766e+01 -3.887483978271484375e+01
-1.357277965545654297e+01 -4.144585037231445312e+01
-1.390371799468994141e+01 -4.101059722900390625e+01
-1.399828338623046875e+01 -4.094786071777343750e+01
-1.432745742797851562e+01 -4.038387298583984375e+01
-1.433526134490966797e+01 -4.072619628906250000e+01
-1.479012680053710938e+01 -4.009950256347656250e+01
-1.787470626831054688e+01 -3.350374984741210938e+01
-1.645556640625000000e+01 -3.669248199462890625e+01
-1.527060985565185547e+01 -3.929618453979492188e+01
-1.529611587524414062e+01 -3.934265136718750000e+01
-1.791823196411132812e+01 -3.354084396362304688e+01
-1.484102821350097656e+01 -4.047523498535156250e+01
-1.660827445983886719e+01 -3.681922531127929688e+01
-1.523094654083251953e+01 -4.008945465087890625e+01
-2.407891035079956055e+00 -6.995436096191406250e+01
-2.534794092178344727e+00 -7.003060913085937500e+01
-1.751519775390625000e+01 -3.507628250122070312e+01
-1.541730785369873047e+01 -4.027191162109375000e+01
-1.552611351013183594e+01 -4.026507186889648438e+01
-1.581357574462890625e+01 -3.981459045410156250e+01
-5.421689987182617188e+00 -6.553475189208984375e+01
-1.700944519042968750e+01 -3.717044448852539062e+01
-6.499399185180664062e+00 -6.417509460449218750e+01
-7.247529029846191406e+00 -6.261246871948242188e+01
-7.424782752990722656e+00 -6.246865081787109375e+01
-7.510063171386718750e+00 -6.256332778930664062e+01
-1.717035675048828125e+01 -3.730676269531250000e+01
-1.628036499023437500e+01 -3.966696929931640625e+01
-7.884897708892822266e+00 -6.193133163452148438e+01
-1.845526123046875000e+01 -3.389925765991210938e+01
-8.036221504211425781e+00 -6.184505462646484375e+01
-8.934783935546875000e+00 -5.974096298217773438e+01
-1.853009796142578125e+01 -3.394807434082031250e+01
-9.507950782775878906e+00 -5.877999877929687500e+01
-1.668793678283691406e+01 -3.921806716918945312e+01
-1.806712150573730469e+01 -3.549723052978515625e+01
-1.001146697998046875e+01 -5.831082916259765625e+01
-1.812629127502441406e+01 -3.552447891235351562e+01
-1.664839363098144531e+01 -3.973279571533203125e+01
-1.685022735595703125e+01 -3.943145751953125000e+01
-1.826788330078125000e+01 -3.562522888183593750e+01
-1.759509658813476562e+01 -3.763242721557617188e+01
-1.711487197875976562e+01 -3.906513214111328125e+01
-1.876535987854003906e+01 -3.414105987548828125e+01
-1.762620162963867188e+01 -3.767620086669921875e+01
-1.712345123291015625e+01 -3.932976913452148438e+01
-2.014815902709960938e+01 -3.017775344848632812e+01
-2.067996788024902344e+01 -2.944333839416503906e+01
-2.071483993530273438e+01 -2.986004829406738281e+01
-2.110648536682128906e+01 -2.831354522705078125e+01
-2.077093505859375000e+01 -2.989640045166015625e+01
-1.887007522583007812e+01 -3.870006942749023438e+01
-1.885843658447265625e+01 -3.894456100463867188e+01
-1.665585708618164062e+01 -4.980710983276367188e+01
-2.092258262634277344e+01 -2.956093978881835938e+01
-1.666371917724609375e+01 -5.090709686279296875e+01
-2.122073364257812500e+01 -2.836954307556152344e+01
-1.676011466979980469e+01 -5.085506820678710938e+01
-1.918152427673339844e+01 -3.864899063110351562e+01
-1.966261291503906250e+01 -3.639691925048828125e+01
-1.932276725769042969e+01 -3.835266113281250000e+01
-1.976054954528808594e+01 -3.644575881958007812e+01
-1.931404495239257812e+01 -3.884076309204101562e+01
-1.760092735290527344e+01 -4.922224807739257812e+01
-1.944572448730468750e+01 -3.882410812377929688e+01
-1.763236427307128906e+01 -4.944889068603515625e+01
-1.770829963684082031e+01 -4.942351150512695312e+01
-1.832966613769531250e+01 -4.737678527832031250e+01
-1.982247161865234375e+01 -3.828227233886718750e+01
-1.762957954406738281e+01 -5.225306320190429688e+01
-2.019117355346679688e+01 -3.663373947143554688e+01
-1.913887214660644531e+01 -4.375087738037109375e+01
-1.987904357910156250e+01 -3.874479675292968750e+01
-1.793532752990722656e+01 -5.242853164672851562e+01
-2.033564186096191406e+01 -3.837910842895507812e+01
-2.033958816528320312e+01 -3.834587097167968750e+01
-2.073577690124511719e+01 -3.683469390869140625e+01
-2.084270858764648438e+01 -3.687079238891601562e+01
-2.010958099365234375e+01 -4.483333587646484375e+01
-2.043312644958496094e+01 -4.184784317016601562e+01
-2.083313560485839844e+01 -3.828543090820312500e+01
-2.087146186828613281e+01 -3.828856658935546875e+01
-2.057010269165039062e+01 -4.203369903564453125e+01
-2.062346076965332031e+01 -4.197877120971679688e+01
-2.067745208740234375e+01 -4.199273681640625000e+01
-2.167094421386718750e+01 -2.899044609069824219e+01
-2.118907165527343750e+01 -3.699863433837890625e+01
