1.603821410071711584e-01,1.000000000000000000e+00,3.000000000000000000e+01,2.160000000000000142e+01
9.470918917328267073e-01,-6.000000000000000000e+01,-5.000000000000000000e+00,0.000000000000000000e+00
-2.971511925409231480e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.497182892980942093e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.060766317013334792e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.694511280765254924e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.697286390735122552e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.569577801063815059e-13,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.413654100528977775e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.759180248761737453e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
